Season,Team,Lg,Salary
2019-20,Washington Wizards,NBA,"$482,144"
2020-21,Washington Wizards,NBA,"$374,297"
2024-25,Milwaukee Bucks,NBA,(TW)
Career,(may be incomplete),,"$856,441"
