"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2008-09,20.0,LAC,NBA,43:14,11.0,12.0,0.0,0.0,11.0,12.0,7.0,13.0,7.0,13.0,20.0,2.0,3.0,6.0,3.0,5.0,23.0,26.6
2009-10,21.0,LAC,NBA,43:03,9.0,11.0,0.0,1.0,9.0,11.0,5.0,9.0,7.0,12.0,15.0,2.0,2.0,5.0,4.0,6.0,23.0,20.1
2010-11,22.0,LAC,NBA,40:54,9.0,10.0,0.0,1.0,9.0,10.0,4.0,10.0,9.0,12.0,20.0,3.0,3.0,7.0,4.0,6.0,21.0,24.0
2011-12,23.0,LAC,NBA,40:05,9.0,13.0,0.0,1.0,9.0,13.0,7.0,12.0,10.0,11.0,16.0,2.0,3.0,8.0,4.0,6.0,19.0,21.6
2012-13,24.0,LAC,NBA,39:57,10.0,15.0,0.0,0.0,10.0,15.0,6.0,11.0,8.0,19.0,22.0,2.0,3.0,7.0,9.0,6.0,21.0,23.5
2013-14,25.0,LAC,NBA,43:31,11.0,14.0,0.0,0.0,11.0,14.0,10.0,22.0,10.0,16.0,24.0,4.0,3.0,9.0,5.0,6.0,25.0,26.8
2014-15,26.0,LAC,NBA,45:03,10.0,13.0,1.0,1.0,10.0,13.0,12.0,28.0,11.0,20.0,27.0,3.0,5.0,7.0,4.0,6.0,26.0,30.0
2015-16,27.0,LAC,NBA,42:42,9.0,13.0,0.0,1.0,9.0,13.0,12.0,34.0,9.0,18.0,24.0,4.0,4.0,7.0,5.0,6.0,23.0,28.6
2016-17,28.0,LAC,NBA,44:45,12.0,15.0,0.0,1.0,12.0,15.0,12.0,18.0,9.0,20.0,25.0,6.0,4.0,4.0,5.0,5.0,29.0,28.4
2017-18,29.0,LAC,NBA,40:09,11.0,15.0,0.0,0.0,11.0,15.0,9.0,16.0,12.0,18.0,24.0,5.0,4.0,3.0,7.0,6.0,30.0,32.7
2018-19,30.0,TOT,NBA,41:08,8.0,12.0,0.0,0.0,8.0,12.0,8.0,10.0,10.0,19.0,23.0,9.0,2.0,5.0,6.0,6.0,22.0,26.8
2018-19,30.0,DAL,NBA,41:08,8.0,12.0,0.0,0.0,8.0,12.0,8.0,10.0,10.0,19.0,23.0,9.0,2.0,5.0,6.0,6.0,22.0,26.8
2018-19,30.0,NYK,NBA,35:07,7.0,10.0,0.0,0.0,7.0,10.0,6.0,8.0,8.0,16.0,19.0,9.0,2.0,3.0,5.0,6.0,20.0,23.7
2019-20,31.0,BRK,NBA,37:04,8.0,11.0,0.0,0.0,8.0,11.0,4.0,5.0,7.0,17.0,20.0,6.0,2.0,4.0,5.0,5.0,16.0,21.9
2020-21,32.0,BRK,NBA,37:38,7.0,8.0,0.0,1.0,7.0,8.0,4.0,6.0,6.0,12.0,14.0,5.0,2.0,4.0,5.0,5.0,14.0,18.8
2021-22,33.0,TOT,NBA,24:56,4.0,6.0,0.0,0.0,4.0,6.0,2.0,8.0,5.0,10.0,11.0,3.0,2.0,3.0,4.0,4.0,10.0,11.6
2021-22,33.0,LAL,NBA,24:35,4.0,6.0,0.0,0.0,4.0,6.0,2.0,8.0,4.0,10.0,11.0,3.0,2.0,3.0,3.0,4.0,10.0,11.6
2021-22,33.0,PHI,NBA,24:56,4.0,6.0,0.0,0.0,4.0,6.0,2.0,2.0,5.0,8.0,11.0,2.0,1.0,2.0,4.0,3.0,10.0,9.3
2022-23,34.0,DEN,NBA,33:49,6.0,7.0,1.0,1.0,6.0,7.0,3.0,6.0,4.0,15.0,17.0,3.0,3.0,3.0,4.0,6.0,12.0,14.0
2023-24,35.0,DEN,NBA,33:30,8.0,11.0,0.0,0.0,8.0,11.0,5.0,11.0,5.0,10.0,13.0,5.0,2.0,2.0,3.0,5.0,21.0,22.2
