Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2024-25,24,BOS,NBA,SG,4,0,22,7.2,23.8,0.3,4.8,11.9,0.4,2.4,11.9,0.2,0.4,0.0,0.0,2.4,7.2,9.5,0.0,0.0,0.0,2.4,4.8,19.1,81,113,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,22,7.2,23.8,0.3,4.8,11.9,0.4,2.4,11.9,0.2,0.4,0.0,0.0,2.4,7.2,9.5,0.0,0.0,0.0,2.4,4.8,19.1,81,113,
