"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2003-04,23.0,MIA,NBA,47:18,10.0,18.0,1.0,2.0,10.0,18.0,8.0,10.0,4.0,11.0,15.0,4.0,5.0,2.0,5.0,5.0,24.0,22.5
2005-06,25.0,WAS,NBA,52:15,9.0,19.0,2.0,5.0,8.0,16.0,8.0,8.0,6.0,14.0,20.0,5.0,4.0,1.0,5.0,6.0,21.0,19.8
2007-08,27.0,WAS,NBA,45:30,11.0,22.0,4.0,8.0,7.0,14.0,6.0,7.0,4.0,5.0,9.0,5.0,3.0,1.0,4.0,4.0,32.0,25.8
2009-10,29.0,DAL,NBA,39:52,12.0,24.0,3.0,8.0,9.0,16.0,8.0,9.0,1.0,10.0,11.0,3.0,3.0,2.0,5.0,5.0,35.0,29.9
2011-12,31.0,LAC,NBA,31:34,6.0,13.0,3.0,7.0,5.0,9.0,3.0,4.0,2.0,6.0,6.0,3.0,2.0,1.0,3.0,5.0,15.0,7.7
2012-13,32.0,LAC,NBA,32:55,7.0,16.0,2.0,4.0,7.0,12.0,2.0,2.0,1.0,6.0,7.0,0.0,1.0,1.0,2.0,3.0,14.0,11.5
2013-14,33.0,OKC,NBA,40:53,5.0,10.0,4.0,8.0,3.0,6.0,8.0,9.0,3.0,5.0,6.0,3.0,2.0,1.0,3.0,5.0,15.0,11.9
Career,,,,52:15,12.0,24.0,4.0,8.0,10.0,18.0,8.0,10.0,6.0,14.0,20.0,5.0,5.0,2.0,5.0,6.0,35.0,29.9
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,LAC,NBA,32:55,7.0,16.0,3.0,7.0,7.0,12.0,3.0,4.0,2.0,6.0,7.0,3.0,2.0,1.0,3.0,5.0,15.0,11.5
2 Seasons,,WAS,NBA,52:15,11.0,22.0,4.0,8.0,8.0,16.0,8.0,8.0,6.0,14.0,20.0,5.0,4.0,1.0,5.0,6.0,32.0,25.8
1 Season,,OKC,NBA,40:53,5.0,10.0,4.0,8.0,3.0,6.0,8.0,9.0,3.0,5.0,6.0,3.0,2.0,1.0,3.0,5.0,15.0,11.9
1 Season,,MIA,NBA,47:18,10.0,18.0,1.0,2.0,10.0,18.0,8.0,10.0,4.0,11.0,15.0,4.0,5.0,2.0,5.0,5.0,24.0,22.5
1 Season,,DAL,NBA,39:52,12.0,24.0,3.0,8.0,9.0,16.0,8.0,9.0,1.0,10.0,11.0,3.0,3.0,2.0,5.0,5.0,35.0,29.9
