Season,Team,Lg,Salary
2014-15,Los Angeles Clippers,NBA,"$1,109,760"
2015-16,Los Angeles Clippers,NBA,"$1,159,680"
2016-17,Orlando Magic,NBA,"$1,209,680"
2017-18,Portland Trail Blazers,NBA,< $Minimum
Career,(may be incomplete),,"$3,479,120"
