Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2008-09,21,MIA,NBA,SF,7.0,0.0,23.0,1.9,6.0,0.31,1.3,4.3,0.3,0.6,1.7,0.333,0.417,0.3,0.3,1.0,0.4,2.0,2.4,0.6,0.3,0.0,0.9,2.6,5.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,23,OKC,NBA,SG,17.0,0.0,11.5,1.3,3.3,0.393,0.9,2.7,0.348,0.4,0.6,0.6,0.536,0.2,0.2,1.0,0.1,1.5,1.6,0.1,0.2,0.0,0.4,1.0,3.8,
2011-12,24,OKC,NBA,SG,16.0,0.0,6.8,0.9,2.3,0.378,0.5,1.5,0.333,0.4,0.8,0.462,0.486,0.0,0.1,0.0,0.0,0.6,0.6,0.3,0.2,0.0,0.0,0.4,2.3,
2012-13,25,CHI,NBA,SG,6.0,0.0,6.0,0.2,1.7,0.1,0.2,1.3,0.125,0.0,0.3,0.0,0.15,0.0,0.0,,0.0,0.5,0.5,0.7,0.2,0.0,0.7,1.0,0.5,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,46.0,0.0,10.9,1.1,3.2,0.345,0.7,2.3,0.315,0.3,0.8,0.432,0.462,0.1,0.2,0.75,0.1,1.1,1.2,0.3,0.2,0.0,0.4,1.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),OKC (2 Yrs),,33.0,0.0,9.2,1.1,2.8,0.387,0.7,2.1,0.343,0.4,0.7,0.522,0.516,0.1,0.2,0.667,0.0,1.1,1.1,0.2,0.2,0.0,0.2,0.7,3.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,7.0,0.0,23.0,1.9,6.0,0.31,1.3,4.3,0.3,0.6,1.7,0.333,0.417,0.3,0.3,1.0,0.4,2.0,2.4,0.6,0.3,0.0,0.9,2.6,5.3,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,6.0,0.0,6.0,0.2,1.7,0.1,0.2,1.3,0.125,0.0,0.3,0.0,0.15,0.0,0.0,,0.0,0.5,0.5,0.7,0.2,0.0,0.7,1.0,0.5,
