Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2024-25,20.0,SAS,NBA,SG,1,1,10:54,3,7,0.429,0,2,0.0,0,0,,0,2,2,2,0,0,0,6
Career,,,NBA,,1,1,11,3,7,0.429,0,2,0.0,0,0,,0,2,2,2,0,0,0,6
