"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2022-23,20,ORL,NBA,PF,72,72,2430,0,0,23,74,3,-4.5,-4.4,79,78,90,22,258,8,634,53,92,ROY-1
2023-24,21,ORL,NBA,PF,80,80,2799,0,0,0,93,7,-0.3,-7.3,114,91,92,21,269,0,1054,51,87,AS
2024-25,22,ORL,NBA,PF,46,46,1582,0,0,0,89,11,-1.0,-0.9,64,60,59,10,197,4,534,47,51,
2025-26,23,ORL,NBA,PF,12,12,393,0,0,0,98,2,3.3,-3.5,8,16,16,3,56,1,123,14,16,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,210,210,7204,0,0,8,86,6,-1.7,-4.7,265,245,257,56,780,13,2345,165,246,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,82,2813,0,0,8,86,6,-1.7,-4.7,103,96,100,22,305,5,916,64,96,
