Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2008-09,23,CHI,NBA,C,7.0,7.0,38.7,3.7,7.3,0.51,0.0,0.0,3.7,7.3,0.51,0.51,2.7,3.6,0.76,4.0,9.1,13.1,2.3,0.9,2.1,1.1,4.4,10.1,
2009-10,24,CHI,NBA,C,5.0,5.0,37.6,5.6,10.6,0.528,0.0,0.0,5.6,10.6,0.528,0.528,3.6,3.8,0.947,4.0,9.0,13.0,2.6,1.8,1.4,3.0,4.0,14.8,
2010-11,25,CHI,NBA,C,16.0,16.0,33.1,3.2,7.8,0.411,0.0,0.0,3.2,7.8,0.411,0.411,2.3,3.2,0.725,4.3,5.9,10.2,2.5,1.0,2.1,1.2,3.9,8.7,
2011-12,26,CHI,NBA,C,3.0,3.0,33.0,6.3,8.7,0.731,0.0,0.0,6.3,8.7,0.731,0.731,2.3,3.7,0.636,3.0,6.3,9.3,3.0,0.7,1.3,0.3,1.7,15.0,
2012-13,27,CHI,NBA,C,12.0,12.0,34.1,4.3,9.9,0.437,0.0,0.0,4.3,9.9,0.437,0.437,2.1,3.3,0.641,4.3,5.3,9.6,2.3,0.8,2.2,2.0,3.6,10.8,
2013-14,28,CHI,NBA,C,5.0,5.0,42.0,4.2,8.2,0.512,0.0,0.0,4.2,8.2,0.512,0.512,2.0,3.4,0.588,3.0,9.8,12.8,4.6,1.0,1.4,3.8,3.8,10.4,
2014-15,29,CHI,NBA,C,12.0,12.0,32.9,2.6,6.3,0.408,0.0,0.0,2.6,6.3,0.408,0.408,0.6,1.7,0.35,3.8,7.3,11.0,3.2,0.8,1.2,1.7,3.1,5.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,34,LAC,NBA,C,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,62.0,60.0,33.9,3.7,7.9,0.465,0.0,0.0,3.7,7.9,0.465,0.465,2.0,2.9,0.676,3.8,6.8,10.6,2.7,0.9,1.7,1.7,3.5,9.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (7 Yrs),CHI (7 Yrs),CHI (7 Yrs),CHI (7 Yrs),,60.0,60.0,35.0,3.8,8.2,0.465,0.0,0.0,3.8,8.2,0.465,0.465,2.1,3.0,0.676,4.0,7.0,11.0,2.8,1.0,1.8,1.8,3.6,9.7,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
