"('Thru 3 Years', 'Player')","('Thru 3 Years', 'Sim')","('Win Shares (Best to Worst)', '1')","('Win Shares (Best to Worst)', '2')","('Win Shares (Best to Worst)', '3')"
Jalen Duren,,9.2,4.8,4.5
Bill Laimbeer,92.1,8.5,5.4,4.7
Mychal Thompson,90.6,8.2,5.3,4.4
Mike Green,89.8,8.7,4.7,3.3
Tree Rollins,89.1,9.2,6.4,5.0
Don Otten,88.8,8.5,5.8,4.9
Zelmo Beaty,88.1,10.8,5.2,4.8
Tom Boerwinkle,85.7,9.0,4.4,2.6
Stan Miasek,85.6,10.3,5.5,3.5
Bill Walton,85.0,10.2,3.8,3.6
George Ratkovicz,84.7,9.3,6.0,2.8
