"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2006-07,26,WAS,NBA,SG,4.0,0.0,56.0,0.438,0.333,0.5,0.594,0.833,0.644,0.375,0.625,95.0,69.0,140.0,120.0,111.0,119.0,115.0,294.0,
2007-08,27,WAS,NBA,PG,6.0,0.0,129.0,0.404,0.5,0.235,0.447,0.75,0.475,0.17,0.362,88.0,103.0,65.0,90.0,99.0,88.0,56.0,163.0,
2008-09,28,SAS,NBA,SG,5.0,3.0,108.0,0.375,0.385,0.368,0.484,0.667,0.495,0.094,0.594,82.0,79.0,100.0,97.0,86.0,91.0,31.0,265.0,
2009-10,29,SAS,NBA,SG,6.0,0.0,61.0,0.083,0.0,0.143,0.125,,0.125,0.0,0.583,18.0,0.0,40.0,25.0,,23.0,0.0,263.0,
2010-11,30,NYK,NBA,SG,3.0,0.0,55.0,0.389,0.4,0.385,0.528,,0.528,0.0,0.722,85.0,82.0,107.0,106.0,,97.0,0.0,326.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,24.0,3.0,409.0,0.368,0.407,0.333,0.456,0.765,0.479,0.136,0.528,80.0,84.0,92.0,92.0,101.0,88.0,43.0,239.0,
,,,,,,,,,,,,,,,,,,,,,,,,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,11.0,3.0,169.0,0.295,0.278,0.308,0.386,0.667,0.397,0.068,0.591,64.0,57.0,84.0,77.0,86.0,73.0,22.0,264.0,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,10.0,0.0,185.0,0.413,0.472,0.333,0.484,0.786,0.521,0.222,0.429,90.0,97.0,93.0,97.0,104.0,96.0,71.0,196.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,3.0,0.0,55.0,0.389,0.4,0.385,0.528,,0.528,0.0,0.722,85.0,82.0,107.0,106.0,,97.0,0.0,326.0,
