Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2002-03,22,CHI,NBA,SF,17,0,6.6,0.6,1.8,.355,0.4,1.1,.333,0.3,0.8,.385,.452,0.1,0.1,1.000,0.1,0.6,0.7,0.7,0.2,0.0,0.3,1.2,1.8,
2003-04,23,2TM,NBA,SG,26,3,12.6,1.2,3.8,.327,0.5,1.5,.333,0.7,2.3,.322,.393,0.7,0.8,.864,0.0,1.2,1.2,1.0,0.4,0.2,0.8,1.4,3.7,
2003-04,23,CHI,NBA,SG,3,0,14.3,0.3,3.7,.091,0.3,2.0,.167,0.0,1.7,.000,.136,0.0,0.0,,0.0,1.0,1.0,1.0,0.3,0.0,0.7,1.7,1.0,
2003-04,23,TOR,NBA,SG,23,3,12.4,1.3,3.8,.356,0.5,1.4,.364,0.8,2.3,.352,.425,0.8,1.0,.864,0.0,1.2,1.2,1.0,0.4,0.3,0.8,1.3,4.0,
2004-05,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2005-06,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2006-07,26,WAS,NBA,SG,62,0,7.9,1.0,2.9,.330,0.5,1.6,.324,0.4,1.2,.338,.422,0.2,0.3,.875,0.1,0.6,0.7,0.6,0.2,0.1,0.3,1.1,2.7,
2007-08,27,WAS,NBA,PG,80,9,21.4,3.3,7.5,.443,1.6,4.1,.398,1.7,3.4,.498,.552,0.8,0.9,.873,0.2,1.4,1.6,1.7,0.5,0.2,0.9,1.8,9.1,
2008-09,28,SAS,NBA,SG,82,71,30.4,4.3,10.0,.425,2.0,4.8,.421,2.2,5.2,.428,.526,1.3,1.4,.890,0.2,2.9,3.1,2.1,0.5,0.1,1.2,2.0,11.8,
2009-10,29,SAS,NBA,SG,79,5,19.2,2.4,6.3,.389,1.1,3.3,.333,1.3,2.9,.453,.478,0.3,0.4,.794,0.1,1.9,2.1,1.7,0.4,0.2,0.7,1.3,6.3,
2010-11,30,NYK,NBA,SG,26,0,12.3,1.0,3.0,.338,0.6,1.7,.364,0.4,1.3,.303,.442,0.3,0.4,.700,0.2,1.5,1.7,0.8,0.2,0.1,0.2,1.0,2.9,
2011-12,31,WAS,NBA,SG,52,0,13.4,2.0,5.0,.399,1.1,3.0,.383,0.8,2.0,.423,.514,0.4,0.5,.778,0.1,1.2,1.3,0.9,0.3,0.1,0.6,0.6,5.5,
2012-13,32,NOH,NBA,SG,69,13,17.7,1.9,4.4,.433,1.0,2.3,.415,1.0,2.1,.452,.541,0.6,0.6,.907,0.2,1.8,1.9,1.1,0.4,0.2,0.7,1.5,5.3,
2013-14,33,MIA,NBA,SG,25,2,10.4,1.0,2.7,.373,0.7,1.9,.354,0.3,0.8,.421,.500,0.3,0.3,1.000,0.0,0.8,0.9,0.8,0.2,0.0,0.4,1.0,3.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,518,103,17.7,2.3,5.7,.408,1.1,3.0,.383,1.2,2.7,.435,.509,0.6,0.7,.866,0.2,1.6,1.7,1.3,0.4,0.1,0.7,1.4,6.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),,194,9,14.9,2.2,5.3,.413,1.1,3.0,.381,1.1,2.3,.454,.520,0.5,0.6,.851,0.2,1.1,1.3,1.1,0.3,0.1,0.6,1.2,6.1,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,161,76,24.9,3.4,8.2,.411,1.6,4.1,.386,1.8,4.1,.436,.508,0.8,0.9,.868,0.2,2.4,2.6,1.9,0.4,0.2,1.0,1.6,9.1,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,20,0,7.8,0.6,2.1,.286,0.4,1.2,.292,0.3,0.9,.278,.369,0.1,0.1,1.000,0.1,0.7,0.8,0.8,0.3,0.0,0.4,1.3,1.7,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,69,13,17.7,1.9,4.4,.433,1.0,2.3,.415,1.0,2.1,.452,.541,0.6,0.6,.907,0.2,1.8,1.9,1.1,0.4,0.2,0.7,1.5,5.3,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,26,0,12.3,1.0,3.0,.338,0.6,1.7,.364,0.4,1.3,.303,.442,0.3,0.4,.700,0.2,1.5,1.7,0.8,0.2,0.1,0.2,1.0,2.9,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,25,2,10.4,1.0,2.7,.373,0.7,1.9,.354,0.3,0.8,.421,.500,0.3,0.3,1.000,0.0,0.8,0.9,0.8,0.2,0.0,0.4,1.0,3.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,23,3,12.4,1.3,3.8,.356,0.5,1.4,.364,0.8,2.3,.352,.425,0.8,1.0,.864,0.0,1.2,1.2,1.0,0.4,0.3,0.8,1.3,4.0,
