Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2002-03,22,CHI,NBA,SF,17,0,113,7.4,.471,.581,.065,2.0,9.6,5.9,16.3,1.8,0.0,13.6,14.5,0.0,0.1,0.1,.038,-3.5,-0.8,-4.3,-0.1,
2003-04,23,2TM,NBA,SG,26,3,328,7.7,.446,.398,.224,0.3,10.6,5.4,14.0,1.8,1.3,15.7,18.7,-0.3,0.4,0.1,.008,-4.0,0.5,-3.5,-0.1,
2003-04,23,CHI,NBA,SG,3,0,43,-5.5,.136,.545,.000,0.0,7.8,3.8,10.2,1.2,0.0,15.4,13.5,-0.2,0.0,-0.2,-0.196,-11.0,-1.6,-12.5,-0.1,
2003-04,23,TOR,NBA,SG,23,3,285,9.7,.481,.379,.253,0.4,11.0,5.7,14.5,1.9,1.5,15.7,19.5,-0.1,0.4,0.2,.039,-3.0,0.9,-2.1,0.0,
2004-05,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2005-06,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2006-07,26,WAS,NBA,SG,62,0,492,7.2,.443,.570,.089,1.6,9.1,5.3,10.9,1.3,0.9,9.3,18.3,-0.2,0.1,-0.1,-0.005,-3.1,-1.6,-4.7,-0.3,
2007-08,27,WAS,NBA,PG,80,9,1708,13.8,.573,.545,.118,1.1,8.0,4.5,13.2,1.3,0.9,9.9,18.9,2.8,0.6,3.4,.096,1.2,-1.2,0.0,0.9,
2008-09,28,SAS,NBA,SG,82,71,2496,11.9,.554,.479,.144,0.8,11.1,6.0,11.1,0.9,0.4,10.3,18.9,1.9,2.9,4.7,.091,-0.7,-0.2,-0.9,0.7,
2009-10,29,SAS,NBA,SG,79,5,1515,9.7,.490,.532,.069,0.9,11.5,6.3,13.5,1.0,0.7,10.4,17.2,0.3,1.7,1.9,.062,-1.4,0.1,-1.2,0.3,
2010-11,30,NYK,NBA,SG,26,0,319,7.1,.461,.571,.130,1.8,13.7,7.7,8.8,0.9,0.5,6.9,12.2,0.1,0.1,0.2,.029,-2.4,-1.2,-3.6,-0.1,
2011-12,31,WAS,NBA,SG,52,0,697,12.1,.530,.597,.105,1.1,10.1,5.6,11.0,1.0,0.6,10.6,19.4,0.6,0.2,0.9,.059,0.8,-1.8,-1.0,0.2,
2012-13,32,NOH,NBA,SG,69,13,1219,10.0,.570,.521,.141,1.1,12.0,6.5,9.5,1.2,0.8,13.6,14.3,1.1,0.3,1.4,.057,-1.3,-0.5,-1.9,0.1,
2013-14,33,MIA,NBA,SG,25,2,260,8.2,.528,.716,.104,0.5,9.8,5.3,10.5,1.2,0.3,11.4,14.5,0.1,0.2,0.3,.055,-1.9,-0.8,-2.7,0.0,
10 Yrs,10 Yrs,10 Yrs,10 Yrs,,518,103,9147,10.9,.533,.528,.119,1.0,10.5,5.8,11.7,1.1,0.6,10.7,17.6,6.5,6.5,13.0,.068,-0.8,-0.6,-1.4,1.4,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,16,1448,10.9,.533,.528,.119,1.0,10.5,5.8,11.7,1.1,0.6,10.7,17.6,1.0,1.0,2.1,.068,-0.8,-0.6,-1.4,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),,194,9,2897,12.2,.540,.562,.110,1.2,8.7,4.9,12.3,1.2,0.8,9.9,18.9,3.3,0.9,4.2,.070,0.4,-1.4,-1.0,0.7,
SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),SAS (2 Yrs),,161,76,4011,11.0,.531,.499,.115,0.8,11.2,6.1,12.0,0.9,0.5,10.3,18.3,2.1,4.5,6.7,.080,-0.9,-0.1,-1.0,1.0,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,20,0,156,3.8,.385,.571,.048,1.4,9.1,5.3,14.6,1.6,0.0,14.0,14.2,-0.2,0.1,-0.1,-0.026,-5.6,-1.0,-6.6,-0.2,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,69,13,1219,10.0,.570,.521,.141,1.1,12.0,6.5,9.5,1.2,0.8,13.6,14.3,1.1,0.3,1.4,.057,-1.3,-0.5,-1.9,0.1,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,26,0,319,7.1,.461,.571,.130,1.8,13.7,7.7,8.8,0.9,0.5,6.9,12.2,0.1,0.1,0.2,.029,-2.4,-1.2,-3.6,-0.1,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,25,2,260,8.2,.528,.716,.104,0.5,9.8,5.3,10.5,1.2,0.3,11.4,14.5,0.1,0.2,0.3,.055,-1.9,-0.8,-2.7,0.0,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,23,3,285,9.7,.481,.379,.253,0.4,11.0,5.7,14.5,1.9,1.5,15.7,19.5,-0.1,0.4,0.2,.039,-3.0,0.9,-2.1,0.0,
