"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2006-07,26.0,WAS,NBA,21:13,2.0,6.0,2.0,4.0,1.0,2.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,10.0,5.6
2007-08,27.0,WAS,NBA,30:22,8.0,14.0,2.0,7.0,6.0,11.0,6.0,8.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,18.0,13.5
2008-09,28.0,SAS,NBA,35:20,5.0,11.0,4.0,7.0,3.0,5.0,1.0,2.0,0.0,5.0,5.0,4.0,1.0,0.0,2.0,3.0,13.0,10.5
2009-10,29.0,SAS,NBA,27:36,1.0,6.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,3.0,0.0
2010-11,30.0,NYK,NBA,22:07,4.0,8.0,2.0,5.0,2.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,10.0,7.0
Career,,,,35:20,8.0,14.0,4.0,7.0,6.0,11.0,6.0,8.0,2.0,5.0,5.0,4.0,2.0,1.0,2.0,4.0,18.0,13.5
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,SAS,NBA,35:20,5.0,11.0,4.0,7.0,3.0,5.0,1.0,2.0,0.0,5.0,5.0,4.0,1.0,0.0,2.0,4.0,13.0,10.5
2 Seasons,,WAS,NBA,30:22,8.0,14.0,2.0,7.0,6.0,11.0,6.0,8.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,18.0,13.5
1 Season,,NYK,NBA,22:07,4.0,8.0,2.0,5.0,2.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,10.0,7.0
