Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2005-06,23.0,SAS,NBA,PG,1,0,20:26,3,8,0.375,0,1,0.0,2,2,1.0,0,0,4,0,0,5,1,8
2006-07,24.0,SAS,NBA,PG,1,0,23:44,4,7,0.571,0,0,,0,0,,0,2,10,1,0,4,0,8
2008-09,26.0,SAS,NBA,PG,1,0,20:08,7,11,0.636,0,2,0.0,0,0,,0,4,4,2,0,2,0,14
2011-12,29.0,SAS,NBA,PG,1,0,12:16,3,5,0.6,0,0,,0,0,,1,2,4,0,0,1,0,6
2012-13,30.0,SAS,NBA,PG,1,0,21:58,5,10,0.5,1,3,0.333,2,2,1.0,0,1,5,2,0,3,0,13
2013-14,31.0,SAS,NBA,PG,1,0,11:25,2,5,0.4,0,0,,0,0,,1,2,1,0,0,1,0,4
Career,,,NBA,,6,0,110,24,46,0.522,1,6,0.167,4,4,1.0,2,11,28,5,0,16,1,53
