Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2020-21,27,WAS,NBA,C,5.0,3.0,42.0,8.0,14.0,0.571,0.0,0.0,8.0,14.0,0.571,0.571,4.0,7.0,0.571,4.0,7.0,11.0,2.0,1.0,0.0,1.0,8.0,20.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,29,SAC,NBA,C,7.0,0.0,54.0,7.0,9.0,0.778,0.0,0.0,7.0,9.0,0.778,0.778,5.0,6.0,0.833,7.0,13.0,20.0,1.0,0.0,3.0,7.0,15.0,19.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,31,LAL,NBA,C,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,14.0,3.0,100.0,15.0,24.0,0.625,0.0,0.0,15.0,24.0,0.625,0.625,9.0,13.0,0.692,14.0,21.0,35.0,3.0,1.0,3.0,8.0,23.0,39.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,18.0,586.0,88.0,141.0,0.625,0.0,0.0,88.0,141.0,0.625,0.625,53.0,76.0,0.692,82.0,123.0,205.0,18.0,6.0,18.0,47.0,135.0,228.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,7.0,0.0,54.0,7.0,9.0,0.778,0.0,0.0,7.0,9.0,0.778,0.778,5.0,6.0,0.833,7.0,13.0,20.0,1.0,0.0,3.0,7.0,15.0,19.0,0.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,5.0,3.0,42.0,8.0,14.0,0.571,0.0,0.0,8.0,14.0,0.571,0.571,4.0,7.0,0.571,4.0,7.0,11.0,2.0,1.0,0.0,1.0,8.0,20.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
