Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2015-16,22,BOS,NBA,SG,36.0,0.0,315.0,36.0,98.0,0.367,19.0,63.0,0.302,17.0,35.0,0.486,0.464,6.0,7.0,0.857,2.0,35.0,37.0,13.0,14.0,4.0,11.0,29.0,97.0,0.0,
2016-17,23,CHI,NBA,SG,3.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2017-18,24,HOU,NBA,SG,5.0,1.0,45.0,7.0,20.0,0.35,3.0,14.0,0.214,4.0,6.0,0.667,0.425,2.0,2.0,1.0,0.0,5.0,5.0,3.0,3.0,0.0,2.0,7.0,19.0,0.0,
2018-19,25,BOS,NBA,SG,1.0,0.0,26.0,6.0,13.0,0.462,4.0,10.0,0.4,2.0,3.0,0.667,0.615,1.0,2.0,0.5,1.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,17.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,45.0,1.0,395.0,49.0,132.0,0.371,26.0,88.0,0.295,23.0,44.0,0.523,0.47,9.0,11.0,0.818,3.0,43.0,46.0,19.0,18.0,4.0,13.0,39.0,133.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,2.0,720.0,89.0,241.0,0.371,47.0,160.0,0.295,42.0,80.0,0.523,0.47,16.0,20.0,0.818,5.0,78.0,84.0,35.0,33.0,7.0,24.0,71.0,242.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),BOS (2 Yrs),,37.0,0.0,341.0,42.0,111.0,0.378,23.0,73.0,0.315,19.0,38.0,0.5,0.482,7.0,9.0,0.778,3.0,37.0,40.0,16.0,15.0,4.0,11.0,32.0,114.0,0.0,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,5.0,1.0,45.0,7.0,20.0,0.35,3.0,14.0,0.214,4.0,6.0,0.667,0.425,2.0,2.0,1.0,0.0,5.0,5.0,3.0,3.0,0.0,2.0,7.0,19.0,0.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,3.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
