0
2010-11 NBA 17.5 (10th)
2011-12 NBA 17.1 (10th)
2012-13 NBA 17.8 (6th)
2013-14 NBA 20.6 (3rd)
2014-15 NBA 19.9 (2nd)
2017-18 NBA 18.0 (11th)
Career NBA 15.7 (96th)
Career Playoffs 17.8 (55th)
Career NBA Playoffs 17.8 (53rd)
