Season,Team,Lg,Salary
2012-13,New Orleans Hornets,NBA,"$5,144,280"
2013-14,New Orleans Pelicans,NBA,"$5,375,760"
2014-15,New Orleans Pelicans,NBA,"$5,607,240"
2015-16,New Orleans Pelicans,NBA,"$7,070,730"
2016-17,New Orleans Pelicans,NBA,"$22,116,750"
2017-18,New Orleans Pelicans,NBA,"$23,775,506"
2018-19,New Orleans Pelicans,NBA,"$25,434,262"
2019-20,Los Angeles Lakers,NBA,"$27,093,019"
2020-21,Los Angeles Lakers,NBA,"$32,742,000"
2021-22,Los Angeles Lakers,NBA,"$35,361,360"
2022-23,Los Angeles Lakers,NBA,"$37,980,720"
2023-24,Los Angeles Lakers,NBA,"$40,600,080"
2024-25,Dallas Mavericks,NBA,"$43,219,440"
Career,(may be incomplete),,"$311,521,147"
