Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2018-19,19,POR,NBA,SG,20.0,1.0,141.0,9.6,21.6,0.444,3.4,10.0,0.345,6.2,11.7,0.529,0.524,3.1,5.5,0.563,1.0,3.4,4.5,4.5,0.3,0.0,3.8,3.1,25.8,102.0,116.0,
2019-20,20,POR,NBA,SG,70.0,4.0,1449.0,7.0,17.6,0.399,2.5,7.4,0.332,4.6,10.2,0.448,0.469,2.5,3.0,0.826,0.8,4.2,5.0,3.2,0.9,0.3,2.0,4.4,19.0,102.0,119.0,
2020-21,21,POR,NBA,SG,64.0,0.0,1104.0,7.4,17.7,0.419,5.3,12.5,0.426,2.1,5.3,0.403,0.569,2.0,2.5,0.807,0.6,5.6,6.2,3.9,0.8,0.4,1.9,4.2,22.2,117.0,119.0,
2021-22,22,POR,NBA,SG,57.0,30.0,1681.0,10.3,23.2,0.443,5.2,12.8,0.405,5.1,10.3,0.49,0.555,3.0,3.4,0.888,0.8,3.6,4.4,6.4,0.9,0.2,3.3,3.2,28.7,112.0,121.0,
2022-23,23,POR,NBA,SG,62.0,62.0,2171.0,10.5,23.4,0.447,4.8,12.6,0.377,5.7,10.8,0.528,0.548,3.6,4.0,0.894,0.4,3.2,3.6,5.7,0.9,0.3,2.9,3.2,29.3,113.0,123.0,
2023-24,24,POR,NBA,SG,46.0,46.0,1582.0,11.2,26.1,0.43,4.9,12.6,0.385,6.4,13.5,0.472,0.523,5.1,5.6,0.916,0.7,4.5,5.2,8.0,0.7,0.2,3.9,3.1,32.4,113.0,121.0,
2024-25,25,POR,NBA,SG,70.0,70.0,2292.0,10.2,23.9,0.426,4.6,12.6,0.363,5.6,11.3,0.496,0.521,3.7,4.1,0.902,0.5,3.5,4.0,7.1,1.3,0.1,3.0,2.5,28.6,115.0,119.0,
2025-26,26,BOS,NBA,SG,15.0,0.0,368.0,9.4,22.7,0.413,5.4,13.4,0.404,3.9,9.2,0.426,0.533,2.9,3.4,0.84,0.7,3.8,4.5,5.2,0.8,0.4,2.7,4.3,27.0,114.0,118.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,404.0,213.0,10788.0,9.7,22.4,0.43,4.5,11.9,0.382,5.1,10.5,0.485,0.531,3.4,3.9,0.879,0.6,3.9,4.5,5.9,0.9,0.2,2.9,3.3,27.3,112.0,120.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (7 Yrs),POR (7 Yrs),POR (7 Yrs),POR (7 Yrs),,389.0,213.0,10420.0,9.7,22.4,0.431,4.5,11.9,0.381,5.1,10.6,0.487,0.531,3.4,3.9,0.88,0.6,3.9,4.5,5.9,0.9,0.2,2.9,3.3,27.3,112.0,120.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,15.0,0.0,368.0,9.4,22.7,0.413,5.4,13.4,0.404,3.9,9.2,0.426,0.533,2.9,3.4,0.84,0.7,3.8,4.5,5.2,0.8,0.4,2.7,4.3,27.0,114.0,118.0,
