Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2024-25,25,MEM,NBA,PF,2,0,28,13.6,15.3,0.889,1.7,1.7,1.0,11.9,13.6,0.875,0.944,0.0,0.0,3.4,6.8,10.2,0.0,3.4,1.7,5.1,5.1,28.8,121,114,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,28,13.6,15.3,0.889,1.7,1.7,1.0,11.9,13.6,0.875,0.944,0.0,0.0,3.4,6.8,10.2,0.0,3.4,1.7,5.1,5.1,28.8,121,114,
