Season,Team,Lg,Salary
2014-15,Houston Rockets,NBA,"$1,189,200"
2015-16,Houston Rockets,NBA,"$1,242,720"
2016-17,Houston Rockets,NBA,"$1,296,240"
2017-18,Houston Rockets,NBA,"$2,334,520"
2018-19,Houston Rockets,NBA,"$15,293,104"
2019-20,Atlanta Hawks,NBA,"$14,896,552"
2020-21,Atlanta Hawks,NBA,"$16,000,000"
2021-22,Atlanta Hawks,NBA,"$17,103,448"
2022-23,Atlanta Hawks,NBA,"$18,706,897"
2023-24,Atlanta Hawks,NBA,"$20,616,000"
2024-25,Atlanta Hawks,NBA,"$22,265,280"
Career,(may be incomplete),,"$130,943,961"
