Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,25.0,CHI,NBA,SG,1,0,28:00,5,10,0.5,2,6,0.333,1,2,0.5,3,4,3,3,0,2,1,13
2021-22,26.0,CHI,NBA,SG,1,0,10:47,5,7,0.714,2,4,0.5,0,0,,0,3,3,0,0,1,0,12
Career,,,NBA,,2,0,39,10,17,0.588,4,10,0.4,1,2,0.5,3,7,6,3,0,3,1,25
