"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2007-08,22,WAS,NBA,SG,4.0,0.0,17.0,0.111,0.143,0.0,0.111,0.75,0.232,0.444,0.222,24.0,29.0,0.0,22.0,99.0,43.0,145.0,100.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,26,LAC,NBA,SG,11.0,0.0,200.0,0.433,0.353,0.515,0.56,0.889,0.607,0.269,0.493,97.0,74.0,148.0,115.0,118.0,115.0,97.0,218.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,32,GSW,NBA,SG,20.0,2.0,205.0,0.302,0.333,0.298,0.434,0.75,0.46,0.151,0.887,66.0,65.0,82.0,83.0,98.0,83.0,60.0,263.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,35.0,2.0,422.0,0.357,0.319,0.378,0.477,0.833,0.52,0.233,0.636,78.0,66.0,107.0,95.0,110.0,97.0,85.0,228.0,
,,,,,,,,,,,,,,,,,,,,,,,,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,20.0,2.0,205.0,0.302,0.333,0.298,0.434,0.75,0.46,0.151,0.887,66.0,65.0,82.0,83.0,98.0,83.0,60.0,263.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,11.0,0.0,200.0,0.433,0.353,0.515,0.56,0.889,0.607,0.269,0.493,97.0,74.0,148.0,115.0,118.0,115.0,97.0,218.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,4.0,0.0,17.0,0.111,0.143,0.0,0.111,0.75,0.232,0.444,0.222,24.0,29.0,0.0,22.0,99.0,43.0,145.0,100.0,
