Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,21.0,BOS,NBA,PF,1,0,13:37,3,8,0.375,0,4,0.0,0,0,,0,1,3,3,0,0,0,6
2020-21,22.0,BOS,NBA,SF,1,1,17:00,9,16,0.563,3,9,0.333,0,0,,1,4,7,4,0,0,3,21
2021-22,23.0,BOS,NBA,SF,1,1,20:20,4,10,0.4,0,4,0.0,0,0,,2,4,5,1,0,0,0,8
2022-23,24.0,BOS,NBA,SF,1,1,35:15,22,31,0.71,10,18,0.556,1,2,0.5,1,10,6,1,1,4,0,55
2023-24,25.0,BOS,NBA,PF,1,1,21:35,8,13,0.615,4,9,0.444,0,0,,1,3,3,1,1,1,0,20
2024-25,26.0,BOS,NBA,PF,1,1,10:21,3,4,0.75,0,1,0.0,0,0,,0,2,2,0,1,1,0,6
2024-25,26.0,BOS,NBA,PF,1,1,10:40,6,7,0.857,3,4,0.75,0,0,,0,3,2,0,0,0,1,15
Career,,,NBA,,7,6,129,55,89,0.618,20,49,0.408,1,2,0.5,5,27,28,10,3,6,4,131
