Season,Team,Lg,Salary
2011-12,Washington Wizards,NBA,"$3,065,040"
2012-13,Washington Wizards,NBA,"$3,294,960"
2013-14,Washington Wizards,NBA,"$3,340,920"
Career,(may be incomplete),,"$9,700,920"
