"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2005-06,22,CLE,NBA,SG,3.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,247.0,
2006-07,23,CLE,NBA,SG,20.0,20.0,616.0,0.381,0.397,0.345,0.434,0.528,0.447,0.19,0.307,83.0,82.0,96.0,87.0,70.0,82.0,58.0,144.0,
2007-08,24,CLE,NBA,SG,8.0,0.0,111.0,0.385,0.353,0.444,0.462,0.667,0.489,0.231,0.346,84.0,73.0,123.0,93.0,88.0,90.0,75.0,156.0,
2008-09,25,CLE,NBA,SF,11.0,0.0,91.0,0.5,0.667,0.25,0.55,0.333,0.539,0.15,0.4,109.0,137.0,68.0,110.0,43.0,99.0,49.0,179.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,28,BOS,NBA,SF,10.0,0.0,40.0,0.333,0.5,0.2,0.389,,0.389,0.0,0.556,74.0,105.0,57.0,80.0,,74.0,0.0,246.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,52.0,20.0,862.0,0.386,0.412,0.333,0.441,0.533,0.453,0.183,0.329,85.0,85.0,93.0,89.0,71.0,84.0,57.0,153.0,
,,,,,,,,,,,,,,,,,,,,,,,,
CLE (4 Yrs),CLE (4 Yrs),CLE (4 Yrs),CLE (4 Yrs),,42.0,20.0,822.0,0.388,0.41,0.342,0.443,0.533,0.456,0.19,0.321,85.0,84.0,95.0,89.0,71.0,84.0,59.0,149.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,10.0,0.0,40.0,0.333,0.5,0.2,0.389,,0.389,0.0,0.556,74.0,105.0,57.0,80.0,,74.0,0.0,246.0,
