Season,Team,Lg,Salary
2021-22,Houston Rockets,NBA,"$8,992,200"
2022-23,Houston Rockets,NBA,"$9,441,840"
2023-24,Houston Rockets,NBA,"$9,891,480"
2024-25,Houston Rockets,NBA,"$12,483,048"
Career,(may be incomplete),,"$40,808,568"
