0
2012-13 NBA 233 (12th)
2013-14 NBA 224 (12th)
2015-16 NBA 265 (5th)
2016-17 NBA 220 (11th)
2017-18 NBA 212 (15th)
2020-21 NBA 179 (15th)
Active 2424 (11th)
Career 2424 (79th)
Career NBA 2424 (73rd)
Career Playoffs 354 (30th)
Career NBA Playoffs 354 (30th)
Career (Reg+Playoffs) 2778 (56th)
Career NBA (Reg+Playoffs) 2778 (56th)
