Highlight,Unnamed: 1,In Stathead
"Career high, Points",40.0,View full stats from top 20 games
"Career high, Rebounds",12.0,View full stats from top 20 games
"Career high, Assists",20.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",2.0,View full stats from top 20 games
"Career high, Game Score",36.7,View full stats from top 20 games
Triple-Doubles,2.0,View all
