"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2013-14,21,CHA,NBA,EC1,MIA,L (0-4),4.0,13.3,2.0,2.3,0.5,0.0,0.8,3.0,9.0,0.333,0.0,0.0,3.0,9.0,0.333,0.333,2.0,4.0,0.5,5.0,4.0,9.0,2.0,0.0,3.0,2.0,3.0,8.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,23,CHO,NBA,EC1,MIA,L (3-4),7.0,19.6,8.4,5.3,0.3,0.1,0.4,21.0,38.0,0.553,0.0,0.0,21.0,38.0,0.553,0.553,17.0,21.0,0.81,9.0,28.0,37.0,2.0,1.0,3.0,7.0,20.0,59.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,30,MIA,NBA,EC1,MIL,W (4-1),4.0,9.3,2.5,3.0,0.8,0.3,0.0,5.0,6.0,0.833,0.0,0.0,5.0,6.0,0.833,0.833,0.0,2.0,0.0,2.0,10.0,12.0,3.0,1.0,0.0,2.0,2.0,10.0,
2022-23,30,MIA,NBA,ECS,NYK,W (4-2),6.0,9.0,2.7,2.2,0.5,0.2,0.0,7.0,12.0,0.583,0.0,0.0,7.0,12.0,0.583,0.583,2.0,6.0,0.333,1.0,12.0,13.0,3.0,1.0,0.0,6.0,15.0,16.0,
2022-23,30,MIA,NBA,ECF,BOS,W (4-3),6.0,9.3,2.7,3.0,0.0,0.0,0.5,6.0,13.0,0.462,0.0,0.0,6.0,13.0,0.462,0.462,4.0,7.0,0.571,6.0,12.0,18.0,0.0,0.0,3.0,3.0,5.0,16.0,
2022-23,30,MIA,NBA,FIN,DEN,L (1-4),5.0,5.4,0.8,1.0,0.2,0.0,0.2,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,,2.0,3.0,5.0,1.0,0.0,1.0,2.0,6.0,4.0,
3 Yrs (6 Series),3 Yrs (6 Series),3 Yrs (6 Series),3 Yrs (6 Series),3 Yrs (6 Series),3 Yrs (6 Series),3-3,32.0,11.4,3.5,2.9,0.3,0.1,0.3,44.0,82.0,0.537,0.0,0.0,44.0,82.0,0.537,0.537,25.0,40.0,0.625,25.0,69.0,94.0,11.0,3.0,10.0,22.0,51.0,113.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),1-2,15.0,15.1,5.1,3.9,0.5,0.1,0.4,29.0,53.0,0.547,0.0,0.0,29.0,53.0,0.547,0.547,19.0,27.0,0.704,16.0,42.0,58.0,7.0,2.0,6.0,11.0,25.0,77.0,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),1-0,6.0,9.0,2.7,2.2,0.5,0.2,0.0,7.0,12.0,0.583,0.0,0.0,7.0,12.0,0.583,0.583,2.0,6.0,0.333,1.0,12.0,13.0,3.0,1.0,0.0,6.0,15.0,16.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),1-0,6.0,9.3,2.7,3.0,0.0,0.0,0.5,6.0,13.0,0.462,0.0,0.0,6.0,13.0,0.462,0.462,4.0,7.0,0.571,6.0,12.0,18.0,0.0,0.0,3.0,3.0,5.0,16.0,
FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),FIN (1 Series),0-1,5.0,5.4,0.8,1.0,0.2,0.0,0.2,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,,2.0,3.0,5.0,1.0,0.0,1.0,2.0,6.0,4.0,
