"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2009-10,20,TOR,NBA,SG,77.0,65.0,1664.0,0.498,0.506,0.25,0.502,0.763,0.554,0.379,0.031,108.0,103.0,71.0,100.0,101.0,102.0,126.0,14.0,1.3,13.3,
2010-11,21,TOR,NBA,SG,82.0,82.0,2851.0,0.467,0.485,0.096,0.469,0.813,0.53,0.348,0.045,102.0,99.0,27.0,94.0,107.0,98.0,116.0,20.0,-67.2,-31.1,
2011-12,22,TOR,NBA,SG,63.0,63.0,2206.0,0.422,0.44,0.261,0.435,0.81,0.503,0.367,0.102,94.0,92.0,75.0,89.0,108.0,95.0,133.0,45.0,-94.1,-51.5,
2012-13,23,TOR,NBA,SG,82.0,82.0,3013.0,0.445,0.463,0.283,0.459,0.831,0.523,0.347,0.097,98.0,96.0,79.0,92.0,110.0,98.0,128.0,40.0,-92.2,-32.1,
2013-14,24,TOR,NBA,SG,79.0,79.0,3017.0,0.429,0.451,0.305,0.452,0.824,0.532,0.448,0.149,94.0,93.0,85.0,90.0,109.0,98.0,158.0,58.0,-138.0,-30.9,AS
2014-15,25,TOR,NBA,SG,60.0,60.0,2100.0,0.413,0.426,0.284,0.426,0.832,0.51,0.438,0.089,92.0,88.0,81.0,86.0,111.0,95.0,160.0,33.0,-138.8,-57.7,
2015-16,26,TOR,NBA,SG,78.0,78.0,2804.0,0.446,0.458,0.338,0.463,0.85,0.55,0.474,0.101,99.0,93.0,96.0,92.0,112.0,102.0,172.0,35.0,-108.8,28.5,AS
2016-17,27,TOR,NBA,SG,74.0,74.0,2620.0,0.467,0.484,0.266,0.477,0.842,0.552,0.419,0.08,102.0,96.0,74.0,93.0,109.0,100.0,155.0,25.0,-112.3,-1.3,"MVP-11,AS,NBA3"
2017-18,28,TOR,NBA,SG,80.0,80.0,2711.0,0.456,0.494,0.31,0.488,0.825,0.555,0.396,0.203,99.0,97.0,86.0,94.0,108.0,100.0,157.0,60.0,-93.9,-5.2,"MVP-8,AS,NBA2"
2018-19,29,SAS,NBA,SG,77.0,77.0,2688.0,0.481,0.492,0.156,0.483,0.83,0.542,0.336,0.034,104.0,95.0,44.0,92.0,108.0,97.0,130.0,10.0,-107.5,-51.7,
2019-20,30,SAS,NBA,SF,68.0,68.0,2316.0,0.531,0.54,0.257,0.535,0.845,0.603,0.43,0.033,115.0,103.0,72.0,101.0,109.0,107.0,165.0,9.0,13.5,95.1,
