Highlight,Unnamed: 1,In Stathead
"Career high, Points",31.0,View full stats from top 20 games
"Career high, Rebounds",11.0,View full stats from top 20 games
"Career high, Assists",12.0,View full stats from top 20 games
"Career high, Steals",8.0,View full stats from top 20 games
"Career high, Blocks",4.0,View full stats from top 20 games
"Career high, Game Score",30.2,View full stats from top 20 games
