Season,Team,Lg,Salary
2015-16,Orlando Magic,NBA,"$3,741,480"
2016-17,Orlando Magic,NBA,"$3,909,840"
2017-18,Orlando Magic,NBA,"$4,078,320"
2018-19,New York Knicks,NBA,"$6,500,000"
2019-20,Portland Trail Blazers,NBA,"$1,737,145"
2020-21,Memphis Grizzlies,NBA,"$1,977,011"
Career,(may be incomplete),,"$21,943,796"
