Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2008-09,23,DEN,NBA,C,10.0,0.0,2.6,0.2,0.9,0.222,0.0,0.0,0.2,0.9,0.222,0.222,0.5,0.8,0.625,0.2,0.4,0.6,0.1,0.0,0.1,0.1,0.4,0.9,
2009-10,24,DEN,NBA,C,6.0,1.0,7.5,1.0,1.8,0.545,0.0,0.0,1.0,1.8,0.545,0.545,0.2,0.3,0.5,0.3,1.5,1.8,0.2,0.2,0.5,0.5,2.2,2.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,27,ATL,NBA,C,6.0,4.0,16.8,2.3,4.5,0.519,0.0,0.0,2.3,4.5,0.519,0.519,0.2,0.3,0.5,0.7,3.0,3.7,0.7,0.2,0.7,0.5,3.0,4.8,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,22.0,5.0,7.8,1.0,2.1,0.468,0.0,0.0,1.0,2.1,0.468,0.468,0.3,0.5,0.583,0.4,1.4,1.8,0.3,0.1,0.4,0.3,1.6,2.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,16.0,1.0,4.4,0.5,1.3,0.4,0.0,0.0,0.5,1.3,0.4,0.4,0.4,0.6,0.6,0.3,0.8,1.1,0.1,0.1,0.3,0.3,1.1,1.4,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,6.0,4.0,16.8,2.3,4.5,0.519,0.0,0.0,2.3,4.5,0.519,0.519,0.2,0.3,0.5,0.7,3.0,3.7,0.7,0.2,0.7,0.5,3.0,4.8,
