Season,Team,Lg,Salary
2007-08,Utah Jazz,NBA,"$750,000"
2008-09,Utah Jazz,NBA,"$810,000"
2009-10,Utah Jazz,NBA,"$870,000"
2010-11,Utah Jazz,NBA,"$1,087,500"
Career,(may be incomplete),,"$3,517,500"
