Season,Age,Team,Lg,Pos,G,GS,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2020-21,20,LAC,NBA,SG,6,0,8,1.6,0.0,14.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,-4.6,-0.4,-5.0,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,6,0,8,1.6,0.0,14.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,-4.6,-0.4,-5.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,109,1.6,0.0,14.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,-4.6,-0.4,-5.0,-0.1,
