"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2008-09,21,PHI,NBA,C,3.0,0.0,29.0,0.429,0.429,,0.429,0.75,0.514,0.571,0.0,93.0,88.0,,86.0,97.0,94.0,187.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,23,PHI,NBA,C,2.0,0.0,21.0,0.167,0.167,,0.167,,0.167,0.0,0.0,36.0,34.0,,33.0,,31.0,0.0,0.0,
2011-12,24,MEM,NBA,PF,7.0,0.0,100.0,0.488,0.488,,0.488,0.6,0.507,0.244,0.0,109.0,102.0,,100.0,80.0,96.0,88.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,26,GSW,NBA,C,7.0,0.0,68.0,0.528,0.528,,0.528,0.5,0.533,0.333,0.0,116.0,108.0,,105.0,66.0,99.0,117.0,0.0,
2014-15,27,GSW,NBA,C,10.0,0.0,67.0,0.333,0.333,,0.333,0.6,0.381,0.357,0.0,74.0,69.0,,67.0,80.0,71.0,131.0,0.0,
2015-16,28,GSW,NBA,C,24.0,0.0,201.0,0.39,0.373,0.419,0.466,0.774,0.509,0.263,0.364,86.0,76.0,118.0,93.0,102.0,94.0,95.0,128.0,
2016-17,29,LAC,NBA,C,7.0,2.0,98.0,0.432,0.529,0.35,0.527,0.7,0.556,0.27,0.541,95.0,105.0,98.0,103.0,91.0,101.0,100.0,171.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,60.0,2.0,584.0,0.41,0.413,0.397,0.452,0.671,0.486,0.28,0.215,90.0,85.0,112.0,90.0,89.0,90.0,101.0,73.0,
,,,,,,,,,,,,,,,,,,,,,,,,
GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),,41.0,0.0,336.0,0.403,0.399,0.419,0.449,0.672,0.485,0.296,0.219,89.0,82.0,118.0,90.0,89.0,90.0,107.0,77.0,
PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),,5.0,0.0,50.0,0.263,0.263,,0.263,0.75,0.313,0.211,0.0,57.0,54.0,,53.0,97.0,58.0,69.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,7.0,2.0,98.0,0.432,0.529,0.35,0.527,0.7,0.556,0.27,0.541,95.0,105.0,98.0,103.0,91.0,101.0,100.0,171.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,7.0,0.0,100.0,0.488,0.488,,0.488,0.6,0.507,0.244,0.0,109.0,102.0,,100.0,80.0,96.0,88.0,0.0,
