"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2000-01,22,CHH,NBA,C,10.0,0.0,110.0,0.0,0.0,0.0,0.0,100.0,5.3,-2.3,0.0,0.0,9.0,1.0,7.0,,6.0,1.0,2.0,
2001-02,23,CHH,NBA,C,8.0,0.0,168.0,0.0,0.0,0.0,0.0,100.0,6.6,10.7,1.0,5.0,8.0,8.0,19.0,,12.0,2.0,4.0,
2002-03,24,NOH,NBA,C,6.0,6.0,188.0,0.0,0.0,0.0,0.0,100.0,-5.6,-11.5,3.0,5.0,6.0,1.0,13.0,,5.0,1.0,1.0,
2003-04,25,NOH,NBA,C,7.0,7.0,239.0,0.0,0.0,0.0,0.0,100.0,-3.2,0.9,1.0,5.0,10.0,2.0,9.0,,11.0,2.0,7.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,27,MIL,NBA,C,5.0,5.0,135.0,0.0,0.0,0.0,0.0,100.0,-12.3,-1.0,0.0,2.0,3.0,3.0,9.0,0.0,11.0,3.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,30,MIA,NBA,C,6.0,0.0,47.0,0.0,0.0,0.0,0.0,100.0,-21.1,-26.3,0.0,2.0,5.0,1.0,0.0,2.0,3.0,0.0,1.0,
2009-10,31,MIA,NBA,C,1.0,0.0,5.0,0.0,0.0,0.0,0.0,100.0,55.6,65.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
2010-11,32,MIA,NBA,C,3.0,0.0,18.0,0.0,0.0,0.0,0.0,100.0,-36.5,-40.2,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,46.0,18.0,910.0,0.0,0.0,0.0,0.0,100.0,-3.5,-2.4,5.0,20.0,43.0,17.0,57.0,2.0,52.0,9.0,18.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,32.0,1622.0,0.0,0.0,0.0,0.0,100.0,-3.5,-2.4,9.0,36.0,77.0,30.0,102.0,,93.0,16.0,32.0,
,,,,,,,,,,,,,,,,,,,,,,,,
MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),MIA (3 Yrs),,10.0,0.0,70.0,0.0,0.0,0.0,0.0,100.0,-19.6,-23.3,0.0,3.0,7.0,2.0,0.0,2.0,7.0,0.0,4.0,
CHH (2 Yrs),CHH (2 Yrs),CHH (2 Yrs),CHH (2 Yrs),,18.0,0.0,278.0,0.0,0.0,0.0,0.0,100.0,6.1,5.6,1.0,5.0,17.0,9.0,26.0,,18.0,3.0,6.0,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,13.0,13.0,427.0,0.0,0.0,0.0,0.0,100.0,-4.2,-4.6,4.0,10.0,16.0,3.0,22.0,,16.0,3.0,8.0,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,5.0,5.0,135.0,0.0,0.0,0.0,0.0,100.0,-12.3,-1.0,0.0,2.0,3.0,3.0,9.0,0.0,11.0,3.0,0.0,
