Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,25.0,NOH,NBA,C,1,0,21:44,9,16,0.563,0,0,,1,2,0.5,3,8,0,1,1,1,2,19
Career,,,NBA,,1,0,22,9,16,0.563,0,0,,1,2,0.5,3,8,0,1,1,1,2,19
