Highlight,Unnamed: 1,In Stathead
"Career high, Points",21.0,View full stats from top 20 games
"Career high, Rebounds",25.0,View full stats from top 20 games
"Career high, Assists",5.0,View full stats from top 20 games
"Career high, Steals",3.0,View full stats from top 20 games
"Career high, Blocks",7.0,View full stats from top 20 games
"Career high, Game Score",28.6,View full stats from top 20 games
