Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2024-25,21.0,UTA,NBA,PG,1,1,8:31,1,4,0.25,1,4,0.25,0,0,,0,2,0,0,0,1,0,3
Career,,,NBA,,1,1,9,1,4,0.25,1,4,0.25,0,0,,0,2,0,0,0,1,0,3
