"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2013-14,20,WAS,NBA,EC1,CHI,W (4-1),5.0,41.0,19.8,4.6,4.2,1.0,0.6,33.0,75.0,0.44,10.0,22.0,0.455,23.0,53.0,0.434,0.507,23.0,26.0,0.885,8.0,15.0,23.0,21.0,5.0,3.0,8.0,16.0,99.0,
2013-14,20,WAS,NBA,ECS,IND,L (2-4),6.0,42.0,18.7,5.3,4.8,2.2,0.7,42.0,102.0,0.412,12.0,31.0,0.387,30.0,71.0,0.423,0.471,16.0,23.0,0.696,7.0,25.0,32.0,29.0,13.0,4.0,15.0,15.0,112.0,
2014-15,21,WAS,NBA,EC1,TOR,W (4-0),4.0,41.8,20.8,5.3,4.0,1.5,0.8,27.0,71.0,0.38,9.0,27.0,0.333,18.0,44.0,0.409,0.444,20.0,25.0,0.8,5.0,16.0,21.0,16.0,6.0,3.0,9.0,8.0,83.0,
2014-15,21,WAS,NBA,ECS,ATL,L (2-4),6.0,41.8,25.2,5.7,5.0,1.7,0.7,54.0,129.0,0.419,14.0,36.0,0.389,40.0,93.0,0.43,0.473,29.0,34.0,0.853,9.0,25.0,34.0,30.0,10.0,4.0,17.0,11.0,151.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,23,WAS,NBA,EC1,ATL,W (4-2),6.0,38.5,25.8,3.7,2.2,2.3,0.8,60.0,130.0,0.462,14.0,53.0,0.264,46.0,77.0,0.597,0.515,21.0,28.0,0.75,6.0,16.0,22.0,13.0,14.0,5.0,12.0,18.0,155.0,
2016-17,23,WAS,NBA,ECS,BOS,L (3-4),7.0,39.1,24.0,3.1,3.1,1.0,0.4,62.0,129.0,0.481,15.0,48.0,0.313,47.0,81.0,0.58,0.539,29.0,33.0,0.879,9.0,13.0,22.0,22.0,7.0,3.0,15.0,20.0,168.0,
2017-18,24,WAS,NBA,EC1,TOR,L (2-4),6.0,36.0,23.2,3.3,2.8,1.2,0.3,49.0,108.0,0.454,21.0,45.0,0.467,28.0,63.0,0.444,0.551,20.0,23.0,0.87,2.0,18.0,20.0,17.0,7.0,2.0,15.0,19.0,139.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,27,WAS,NBA,EC1,PHI,L (1-4),5.0,39.0,30.0,6.2,4.2,0.8,0.6,56.0,123.0,0.455,7.0,32.0,0.219,49.0,91.0,0.538,0.484,31.0,36.0,0.861,6.0,25.0,31.0,21.0,4.0,3.0,20.0,6.0,150.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,30,PHO,NBA,WC1,MIN,L (0-4),4.0,38.5,16.5,2.8,4.5,0.8,0.3,26.0,59.0,0.441,10.0,23.0,0.435,16.0,36.0,0.444,0.525,4.0,5.0,0.8,6.0,5.0,11.0,18.0,3.0,1.0,13.0,15.0,66.0,
6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),6 Yrs (9 Series),3-6,49.0,39.7,22.9,4.4,3.8,1.4,0.6,409.0,926.0,0.442,112.0,317.0,0.353,297.0,609.0,0.488,0.502,193.0,233.0,0.828,58.0,158.0,216.0,187.0,69.0,28.0,124.0,128.0,1123.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),0-1,4.0,38.5,16.5,2.8,4.5,0.8,0.3,26.0,59.0,0.441,10.0,23.0,0.435,16.0,36.0,0.444,0.525,4.0,5.0,0.8,6.0,5.0,11.0,18.0,3.0,1.0,13.0,15.0,66.0,
EC1 (5 Series),EC1 (5 Series),EC1 (5 Series),EC1 (5 Series),EC1 (5 Series),EC1 (5 Series),3-2,26.0,39.0,24.1,4.5,3.4,1.4,0.6,225.0,507.0,0.444,61.0,179.0,0.341,164.0,328.0,0.5,0.504,115.0,138.0,0.833,27.0,90.0,117.0,88.0,36.0,16.0,64.0,67.0,626.0,
ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),0-3,19.0,40.9,22.7,4.6,4.3,1.6,0.6,158.0,360.0,0.439,41.0,115.0,0.357,117.0,245.0,0.478,0.496,74.0,90.0,0.822,25.0,63.0,88.0,81.0,30.0,11.0,47.0,46.0,431.0,
