Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2001-02,23,IND,NBA,PG,5.0,5.0,88.0,8.0,19.0,0.421,0.0,1.0,0.0,8.0,18.0,0.444,0.421,2.0,3.0,0.667,2.0,8.0,10.0,25.0,2.0,0.0,12.0,12.0,18.0,0.0,
2002-03,24,IND,NBA,PG,6.0,6.0,185.0,20.0,35.0,0.571,8.0,13.0,0.615,12.0,22.0,0.545,0.686,3.0,6.0,0.5,6.0,12.0,18.0,39.0,4.0,0.0,8.0,20.0,51.0,0.0,
2003-04,25,IND,NBA,PG,16.0,16.0,422.0,49.0,123.0,0.398,16.0,54.0,0.296,33.0,69.0,0.478,0.463,15.0,16.0,0.938,6.0,40.0,46.0,80.0,28.0,3.0,31.0,56.0,129.0,0.0,
2004-05,26,IND,NBA,PG,9.0,9.0,247.0,32.0,89.0,0.36,2.0,18.0,0.111,30.0,71.0,0.423,0.371,12.0,21.0,0.571,6.0,24.0,30.0,51.0,14.0,3.0,27.0,31.0,78.0,0.0,
2005-06,27,IND,NBA,PG,1.0,0.0,7.0,1.0,3.0,0.333,0.0,2.0,0.0,1.0,1.0,1.0,0.333,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,33,UTA,NBA,PG,4.0,0.0,65.0,5.0,20.0,0.25,1.0,4.0,0.25,4.0,16.0,0.25,0.275,4.0,4.0,1.0,0.0,2.0,2.0,12.0,2.0,0.0,6.0,7.0,15.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,41.0,36.0,1014.0,115.0,289.0,0.398,27.0,92.0,0.293,88.0,197.0,0.447,0.445,36.0,50.0,0.72,20.0,86.0,106.0,208.0,51.0,6.0,85.0,127.0,293.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,72.0,2028.0,230.0,578.0,0.398,54.0,184.0,0.293,176.0,394.0,0.447,0.445,72.0,100.0,0.72,40.0,172.0,212.0,416.0,102.0,12.0,170.0,254.0,586.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (5 Yrs),IND (5 Yrs),IND (5 Yrs),IND (5 Yrs),,37.0,36.0,949.0,110.0,269.0,0.409,26.0,88.0,0.295,84.0,181.0,0.464,0.457,32.0,46.0,0.696,20.0,84.0,104.0,196.0,49.0,6.0,79.0,120.0,278.0,0.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,4.0,0.0,65.0,5.0,20.0,0.25,1.0,4.0,0.25,4.0,16.0,0.25,0.275,4.0,4.0,1.0,0.0,2.0,2.0,12.0,2.0,0.0,6.0,7.0,15.0,0.0,
