Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2018-19,24,LAC,NBA,SG,4,0,12,2,6,0.333,1,3,0.333,1,3,0.333,0.417,0,0,0,4,4,0,1,0,0,2,5,0,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,12,2,6,0.333,1,3,0.333,1,3,0.333,0.417,0,0,0,4,4,0,1,0,0,2,5,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,246,41,123,0.333,21,62,0.333,21,62,0.333,0.417,0,0,0,82,82,0,21,0,0,41,103,0,
