"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2004-05,23,WAS,NBA,PG,10.0,10.0,450.0,100.0,0.0,0.0,0.0,0.0,-0.2,46.1,17.0,13.0,9.0,7.0,31.0,,138.0,8.0,11.0,
2005-06,24,WAS,NBA,PG,6.0,6.0,284.0,100.0,0.0,0.0,0.0,0.0,0.7,-3.2,7.0,9.0,9.0,3.0,32.0,2.0,71.0,11.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,26,WAS,NBA,PG,4.0,2.0,94.0,100.0,0.0,0.0,0.0,0.0,-12.8,-12.8,6.0,1.0,5.0,1.0,3.0,2.0,24.0,0.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,29,ORL,NBA,PG,5.0,0.0,81.0,70.0,30.0,0.0,0.0,0.0,0.1,-2.6,2.0,4.0,6.0,0.0,3.0,0.0,26.0,2.0,0.0,
2011-12,30,MEM,NBA,PG,6.0,0.0,23.0,81.0,19.0,0.0,0.0,0.0,-21.7,-23.8,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,31.0,18.0,932.0,97.0,3.0,0.0,0.0,0.0,-1.7,19.2,32.0,28.0,32.0,11.0,69.0,5.0,262.0,21.0,21.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,48.0,2465.0,97.0,3.0,0.0,0.0,0.0,-1.7,19.2,85.0,74.0,85.0,29.0,183.0,,693.0,56.0,56.0,
,,,,,,,,,,,,,,,,,,,,,,,,
WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),,20.0,18.0,828.0,100.0,0.0,0.0,0.0,0.0,-1.3,22.5,30.0,23.0,23.0,11.0,66.0,4.0,233.0,19.0,19.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,6.0,0.0,23.0,81.0,19.0,0.0,0.0,0.0,-21.7,-23.8,0.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,5.0,0.0,81.0,70.0,30.0,0.0,0.0,0.0,0.1,-2.6,2.0,4.0,6.0,0.0,3.0,0.0,26.0,2.0,0.0,
