"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2024-25,21,PHI,NBA,C,58,11,905,0.703,2.3,0.995,0.755,0.229,0.01,0.0,0.005,0.707,0.731,0.659,0.0,0.0,0.696,,0.401,64,1.0,0.0,0,0,
2025-26,22,PHI,NBA,C,14,3,222,0.533,4.1,0.9,0.667,0.233,0.0,0.0,0.1,0.556,0.6,0.429,,0.333,0.467,1.0,0.3,7,1.0,0.333,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,72,14,1127,0.68,3.2,0.982,0.743,0.23,0.009,0.0,0.018,0.688,0.715,0.627,0.0,0.25,0.673,1.0,0.387,71,1.0,0.25,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,16,1284,0.68,3.2,0.982,0.743,0.23,0.009,0.0,0.018,0.688,0.715,0.627,0.0,0.25,0.673,1.0,0.387,81,1.0,0.25,0,0,
