Season,Team,Lg,Salary
2000-01,New Jersey Nets,NBA,"$3,536,640"
2001-02,New Jersey Nets,NBA,"$3,801,960"
2002-03,New Jersey Nets,NBA,"$4,067,160"
2003-04,New Jersey Nets,NBA,"$5,128,689"
2004-05,Denver Nuggets,NBA,"$9,454,546"
2005-06,Denver Nuggets,NBA,"$10,636,364"
2006-07,Denver Nuggets,NBA,"$12,068,182"
2007-08,Denver Nuggets,NBA,"$13,250,000"
2008-09,Denver Nuggets,NBA,"$14,431,816"
2009-10,Denver Nuggets,NBA,"$15,363,636"
2010-11,Denver Nuggets,NBA,"$16,545,454"
2011-12,Los Angeles Clippers,NBA,"$2,500,000"
2012-13,New York Knicks,NBA,"$437,470"
2013-14,New York Knicks,NBA,"$1,399,507"
2014-15,Milwaukee Bucks,NBA,"$414,551"
Career,(may be incomplete),,"$113,035,975"
