Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2003-04,26.0,NJN,NBA,PF,1,0,24:05,8,10,0.8,0,0,,1,2,0.5,4,7,3,0,0,3,1,17
Career,,,NBA,,1,0,24,8,10,0.8,0,0,,1,2,0.5,4,7,3,0,0,3,1,17
