Season,Team,Lg,Salary
2021-22,Orlando Magic,NBA,"$6,592,920"
2022-23,Orlando Magic,NBA,"$6,922,320"
2023-24,Orlando Magic,NBA,"$7,252,080"
2024-25,Orlando Magic,NBA,"$9,188,385"
Career,(may be incomplete),,"$29,955,705"
