"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2018-19,23,ORL,NBA,PF,5.0,5.0,164.0,0.0,0.0,47.0,53.0,0.0,-23.6,-26.9,2.0,5.0,5.0,4.0,8.0,1.0,44.0,3.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,25,DEN,NBA,PF,10.0,10.0,299.0,0.0,0.0,0.0,100.0,0.0,-8.0,-5.3,4.0,3.0,9.0,6.0,13.0,0.0,52.0,3.0,11.0,
2021-22,26,DEN,NBA,PF,5.0,5.0,160.0,0.0,0.0,0.0,98.0,2.0,-8.3,4.6,5.0,0.0,4.0,3.0,14.0,1.0,34.0,4.0,4.0,
2022-23,27,DEN,NBA,PF,20.0,20.0,713.0,0.0,0.0,0.0,80.0,20.0,14.1,20.6,9.0,3.0,32.0,6.0,31.0,3.0,126.0,5.0,20.0,
2023-24,28,DEN,NBA,PF,12.0,12.0,445.0,0.0,0.0,0.0,85.0,15.0,-4.9,-10.2,10.0,3.0,12.0,2.0,12.0,5.0,133.0,2.0,5.0,
2024-25,29,DEN,NBA,PF,14.0,14.0,522.0,0.0,0.0,0.0,90.0,10.0,1.2,28.8,6.0,12.0,16.0,4.0,21.0,1.0,94.0,6.0,19.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,66.0,66.0,2303.0,0.0,0.0,3.0,85.0,11.0,0.4,8.7,36.0,26.0,78.0,25.0,99.0,11.0,483.0,23.0,61.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,82.0,2861.0,0.0,0.0,3.0,85.0,11.0,0.4,8.7,45.0,32.0,97.0,31.0,123.0,14.0,600.0,29.0,76.0,
,,,,,,,,,,,,,,,,,,,,,,,,
DEN (5 Yrs),DEN (5 Yrs),DEN (5 Yrs),DEN (5 Yrs),,61.0,61.0,2139.0,0.0,0.0,0.0,88.0,12.0,2.3,11.4,34.0,21.0,73.0,21.0,91.0,10.0,439.0,20.0,59.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,5.0,5.0,164.0,0.0,0.0,47.0,53.0,0.0,-23.6,-26.9,2.0,5.0,5.0,4.0,8.0,1.0,44.0,3.0,2.0,
