"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2020-21,20,DEN,NBA,PF,5,0,18,0,0,0,98,2,21.7,28.8,0,0,1,0,0,0,6,0,0,
2021-22,21,DEN,NBA,PF,2,0,9,0,0,0,0,100,32.2,43.7,0,0,1,0,0,0,0,0,0,
2022-23,22,DEN,NBA,PF,5,0,12,0,0,0,4,96,-19.7,-28.7,1,0,0,0,0,0,0,0,0,
2023-24,23,DEN,NBA,PF,3,0,14,0,0,0,0,100,-22.1,-20.0,1,0,0,1,1,0,0,0,0,
2024-25,24,DEN,NBA,PF,6,0,34,0,0,0,8,92,-22.4,-17.5,0,2,4,0,3,0,4,0,1,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,21,0,87,0,0,0,24,76,-7.2,-3.6,2,2,6,1,4,0,10,0,1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,340,0,0,0,24,76,-7.2,-3.6,8,8,23,4,16,0,39,0,4,
