"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2020-21,20.0,DEN,NBA,29:55,5.0,8.0,4.0,6.0,3.0,4.0,5.0,6.0,2.0,6.0,7.0,2.0,2.0,1.0,2.0,3.0,16.0,14.2
2021-22,21.0,DEN,NBA,33:40,7.0,13.0,5.0,9.0,5.0,7.0,5.0,6.0,4.0,8.0,11.0,2.0,4.0,2.0,3.0,5.0,21.0,17.3
2022-23,22.0,DEN,NBA,30:55,8.0,16.0,2.0,9.0,7.0,8.0,4.0,8.0,6.0,7.0,10.0,2.0,3.0,2.0,4.0,6.0,18.0,14.5
2023-24,23.0,DEN,NBA,20:30,5.0,9.0,1.0,3.0,5.0,8.0,4.0,5.0,7.0,5.0,7.0,3.0,2.0,4.0,2.0,4.0,14.0,12.9
2024-25,24.0,DEN,NBA,36:57,6.0,9.0,2.0,4.0,5.0,7.0,3.0,4.0,5.0,5.0,6.0,3.0,3.0,5.0,3.0,5.0,16.0,19.7
2025-26,25.0,DEN,NBA,26:36,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,1.0,2.0,1.0,2.0,3.0,6.0,4.4
Career,,,,36:57,8.0,16.0,5.0,9.0,7.0,8.0,5.0,8.0,7.0,8.0,11.0,3.0,4.0,5.0,4.0,6.0,21.0,19.7
,,,,,,,,,,,,,,,,,,,,,,
6 Seasons,,DEN,NBA,36:57,8.0,16.0,5.0,9.0,7.0,8.0,5.0,8.0,7.0,8.0,11.0,3.0,4.0,5.0,4.0,6.0,21.0,19.7
