"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2020-21,20,DEN,NBA,PF,5,0,18,0.5,22.1,0.125,0.125,0.0,0.0,0.0,0.875,1.0,1.0,,,0.429,0.0,1.0,0.0,0,0.143,1.0,0,0,
2021-22,21,DEN,NBA,PF,2,0,9,1.0,22.7,0.0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,,1.0,0.0,0,1.0,1.0,0,0,
2022-23,22,DEN,NBA,PF,5,0,12,0.5,19.7,0.25,0.25,0.0,0.0,0.0,0.75,1.0,1.0,,,0.333,1.0,1.0,0.25,1,0.0,,0,0,
2023-24,23,DEN,NBA,PF,3,0,14,0.667,4.3,1.0,0.667,0.0,0.333,0.0,0.0,0.667,1.0,,0.0,,0.5,,0.333,1,,,0,0,
2024-25,24,DEN,NBA,PF,6,0,34,0.125,20.3,0.25,0.0,0.25,0.0,0.0,0.75,0.0,,0.0,,0.167,,1.0,0.0,0,0.333,0.0,0,0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,21,0,87,0.417,17.8,0.292,0.167,0.083,0.042,0.0,0.708,0.571,1.0,0.0,0.0,0.353,0.5,1.0,0.083,2,0.235,0.5,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,340,0.417,17.8,0.292,0.167,0.083,0.042,0.0,0.708,0.571,1.0,0.0,0.0,0.353,0.5,1.0,0.083,8,0.235,0.5,0,0,
