"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2001-02,21,SEA,NBA,PF,5.0,2.0,113.0,0.438,0.368,0.538,0.547,1.0,0.57,0.094,0.406,98.0,79.0,152.0,115.0,133.0,110.0,32.0,224.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,24,SEA,NBA,PF,6.0,0.0,122.0,0.371,0.571,0.238,0.443,0.5,0.446,0.057,0.6,83.0,122.0,67.0,92.0,66.0,84.0,18.0,306.0,
2005-06,25,LAC,NBA,PF,12.0,2.0,246.0,0.47,0.48,0.463,0.614,0.696,0.637,0.348,0.621,104.0,100.0,129.0,125.0,93.0,119.0,105.0,307.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,27,LAL,NBA,SF,21.0,21.0,481.0,0.444,0.521,0.372,0.54,0.833,0.547,0.04,0.517,97.0,107.0,103.0,109.0,110.0,101.0,13.0,233.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,31,ATL,NBA,SF,2.0,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.75,0.0,0.0,0.0,0.0,,0.0,0.0,332.0,
2012-13,32,CHI,NBA,PF,1.0,0.0,10.0,1.0,,1.0,1.5,,1.5,0.0,1.0,221.0,,279.0,302.0,,281.0,0.0,411.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,47.0,25.0,987.0,0.44,0.492,0.396,0.548,0.735,0.562,0.117,0.546,98.0,103.0,110.0,111.0,98.0,105.0,36.0,261.0,
,,,,,,,,,,,,,,,,,,,,,,,,
SEA (2 Yrs),SEA (2 Yrs),SEA (2 Yrs),SEA (2 Yrs),,11.0,2.0,235.0,0.403,0.455,0.353,0.493,0.8,0.506,0.075,0.507,90.0,97.0,100.0,103.0,106.0,96.0,24.0,267.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,21.0,21.0,481.0,0.444,0.521,0.372,0.54,0.833,0.547,0.04,0.517,97.0,107.0,103.0,109.0,110.0,101.0,13.0,233.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,12.0,2.0,246.0,0.47,0.48,0.463,0.614,0.696,0.637,0.348,0.621,104.0,100.0,129.0,125.0,93.0,119.0,105.0,307.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,2.0,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.75,0.0,0.0,0.0,0.0,,0.0,0.0,332.0,
CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),CHI (1 Yr),,1.0,0.0,10.0,1.0,,1.0,1.5,,1.5,0.0,1.0,221.0,,279.0,302.0,,281.0,0.0,411.0,
