Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,27.0,LAC,NBA,C,1,0,10:43,2,4,0.5,0,0,,0,0,,2,3,1,0,0,1,0,4
Career,,,NBA,,1,0,11,2,4,0.5,0,0,,0,0,,2,3,1,0,0,1,0,4
