Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2020-21,20,ORL,NBA,PG,47.0,34.0,1273.0,12.1,0.496,0.312,0.237,3.0,15.4,9.0,24.2,1.1,1.3,14.8,24.3,-0.9,0.9,0.0,-0.001,-1.9,-1.4,-3.3,-0.4,
2021-22,21,ORL,NBA,PG,65.0,65.0,2059.0,13.5,0.519,0.429,0.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,-0.1,1.7,1.6,0.038,-0.6,-0.6,-1.2,0.4,
2022-23,22,ORL,NBA,PG,60.0,4.0,1552.0,16.0,0.57,0.338,0.279,3.4,17.6,10.5,22.9,1.2,1.9,11.7,21.5,2.1,1.7,3.7,0.116,0.7,0.5,1.3,1.3,
2023-24,23,ORL,NBA,PG,81.0,0.0,1817.0,14.6,0.545,0.36,0.286,4.1,16.1,10.1,19.8,1.7,1.9,12.8,23.7,0.9,2.7,3.6,0.096,-0.6,0.7,0.1,1.0,
2024-25,24,ORL,NBA,PG,67.0,22.0,1234.0,14.2,0.531,0.401,0.208,4.1,15.5,9.5,25.5,1.8,2.5,14.8,24.6,0.0,2.0,2.0,0.078,-0.8,0.9,0.1,0.7,
2025-26,25,MIL,NBA,PG,21.0,0.0,355.0,11.2,0.471,0.294,0.125,3.3,15.7,9.5,36.4,2.0,1.9,20.7,26.3,-0.6,0.3,-0.2,-0.032,-3.9,-0.7,-4.6,-0.2,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,341.0,125.0,8290.0,14.0,0.53,0.37,0.256,3.2,16.2,9.6,24.9,1.4,1.6,14.0,24.0,1.5,9.2,10.7,0.062,-0.7,0.0,-0.7,2.7,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,30.0,1993.0,14.0,0.53,0.37,0.256,3.2,16.2,9.6,24.9,1.4,1.6,14.0,24.0,0.4,2.2,2.6,0.062,-0.7,0.0,-0.7,0.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),,320.0,125.0,7935.0,14.1,0.533,0.373,0.262,3.1,16.2,9.6,24.4,1.4,1.6,13.7,23.9,2.1,8.9,11.0,0.066,-0.6,0.0,-0.6,2.9,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,21.0,0.0,355.0,11.2,0.471,0.294,0.125,3.3,15.7,9.5,36.4,2.0,1.9,20.7,26.3,-0.6,0.3,-0.2,-0.032,-3.9,-0.7,-4.6,-0.2,
