Season,Team,Lg,Salary
2004-05,Chicago Bulls,NBA,"$2,273,400"
2005-06,Chicago Bulls,NBA,"$2,443,920"
2006-07,Chicago Bulls,NBA,"$2,614,440"
2007-08,Chicago Bulls,NBA,"$3,320,339"
2008-09,Chicago Bulls,NBA,"$9,385,000"
2009-10,Chicago Bulls,NBA,"$10,370,425"
2010-11,Chicago Bulls,NBA,"$11,345,000"
2011-12,Chicago Bulls,NBA,"$12,325,000"
2012-13,Chicago Bulls,NBA,"$13,305,000"
2013-14,Chicago Bulls,NBA,"$14,275,000"
2014-15,Miami Heat,NBA,"$9,714,461"
2015-16,Miami Heat,NBA,"$10,151,612"
2016-17,Los Angeles Lakers,NBA,"$18,000,000"
2017-18,Los Angeles Lakers,NBA,"$17,190,000"
2018-19,Los Angeles Lakers,NBA,"$14,354,067"
2018-19,Minnesota Timberwolves,NBA,"$2,393,887"
2019-20,Los Angeles Lakers,NBA,"$5,000,000"
2020-21,Los Angeles Lakers,NBA,"$5,000,000"
2021-22,Los Angeles Lakers,NBA,"$5,000,000"
Career,(may be incomplete),,"$168,461,551"
