"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 24_level_0', 'Awards')"
2010-11,24,WAS,NBA,C,16,0,80,.800,.800,.800,.500,.681,2.400,.000,174,164,161,65,126,800,0,3.0,2.9,
2011-12,25,WAS,NBA,C,3,0,3,.000,.000,.000,,.000,.000,.000,0,0,0,,0,0,0,-1.0,-1.1,
2012-13,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2013-14,27,SAC,NBA,C,14,0,74,.333,.333,.333,.000,.318,.111,.000,73,68,67,0,59,39,0,-3.0,-4.2,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,33,0,157,.467,.467,.467,.462,.483,.867,.000,103,96,93,60,89,290,0,-1.0,-2.4,
,,,,,,,,,,,,,,,,,,,,,,,,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,19,0,83,.667,.667,.667,.500,.621,2.000,.000,147,137,134,65,115,667,0,2.0,1.8,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,14,0,74,.333,.333,.333,.000,.318,.111,.000,73,68,67,0,59,39,0,-3.0,-4.2,
