Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2024-25,22.0,PHO,NBA,SF,1,0,9:34,3,5,0.6,1,3,0.333,1,1,1.0,1,2,0,1,0,0,0,8
Career,,,NBA,,1,0,10,3,5,0.6,1,3,0.333,1,1,1.0,1,2,0,1,0,0,0,8
