"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2008-09,26,HOU,NBA,SF,5.0,0.0,12.0,0.333,0.286,0.5,0.389,0.389,0.0,0.222,73.0,59.0,136.0,78.0,71.0,0.0,99.0,
,,,,,,,,,,,,,,,,,,,,,,
2012-13,30,NYK,NBA,SF,4.0,0.0,9.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,110.0,207.0,0.0,101.0,94.0,0.0,205.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,9.0,0.0,21.0,0.385,0.444,0.25,0.423,0.423,0.0,0.308,84.0,92.0,68.0,85.0,78.0,0.0,132.0,
,,,,,,,,,,,,,,,,,,,,,,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,5.0,0.0,12.0,0.333,0.286,0.5,0.389,0.389,0.0,0.222,73.0,59.0,136.0,78.0,71.0,0.0,99.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,4.0,0.0,9.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,110.0,207.0,0.0,101.0,94.0,0.0,205.0,
