Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2016-17,23,CHI,NBA,SG,4,0,22,4.7,14.2,0.333,2.4,9.5,0.25,2.4,4.7,0.5,0.417,0.0,0.0,0.0,19.0,19.0,4.7,0.0,2.4,4.7,2.4,11.8,75,108,
1 Yr,1 Yr,1 Yr,1 Yr,,4,0,22,4.7,14.2,0.333,2.4,9.5,0.25,2.4,4.7,0.5,0.417,0.0,0.0,0.0,19.0,19.0,4.7,0.0,2.4,4.7,2.4,11.8,75,108,
