Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2002-03,21,ORL,NBA,C,7.0,0.0,5.7,0.4,1.4,0.3,0.0,0.0,0.4,1.4,0.3,0.3,0.0,0.4,0.0,0.1,0.3,0.4,0.1,0.0,0.4,0.1,1.4,0.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,23,PHO,NBA,C,15.0,0.0,14.2,1.6,2.9,0.558,0.0,0.0,1.6,2.9,0.558,0.558,0.8,1.3,0.6,1.1,1.4,2.5,0.2,0.1,1.2,0.5,1.7,4.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,26,DEN,NBA,C,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,24.0,0.0,10.8,1.1,2.3,0.5,0.0,0.0,1.1,2.3,0.5,0.5,0.5,1.0,0.522,0.8,1.0,1.8,0.2,0.0,0.9,0.4,1.5,2.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,15.0,0.0,14.2,1.6,2.9,0.558,0.0,0.0,1.6,2.9,0.558,0.558,0.8,1.3,0.6,1.1,1.4,2.5,0.2,0.1,1.2,0.5,1.7,4.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,7.0,0.0,5.7,0.4,1.4,0.3,0.0,0.0,0.4,1.4,0.3,0.3,0.0,0.4,0.0,0.1,0.3,0.4,0.1,0.0,0.4,0.1,1.4,0.9,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
