"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2020-21,21,BOS,NBA,EC1,BRK,L (1-4),5.0,15.0,3.2,2.6,0.2,0.2,0.2,5.0,18.0,0.278,4.0,14.0,0.286,1.0,4.0,0.25,0.389,2.0,2.0,1.0,2.0,11.0,13.0,1.0,1.0,1.0,2.0,7.0,16.0,
2021-22,22,BOS,NBA,ECS,MIL,W (4-3),4.0,1.8,0.8,1.0,0.3,0.0,0.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,
2021-22,22,BOS,NBA,ECF,MIA,W (4-3),6.0,4.8,0.3,1.2,0.0,0.2,0.7,1.0,9.0,0.111,0.0,7.0,0.0,1.0,2.0,0.5,0.111,0.0,0.0,,3.0,4.0,7.0,0.0,1.0,4.0,1.0,5.0,2.0,
2021-22,22,BOS,NBA,FIN,GSW,L (2-4),5.0,3.2,1.4,0.8,0.4,0.2,0.0,2.0,6.0,0.333,0.0,3.0,0.0,2.0,3.0,0.667,0.333,3.0,4.0,0.75,1.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,7.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,24,IND,NBA,EC1,MIL,W (4-2),6.0,35.0,11.0,4.2,2.7,0.7,1.3,20.0,57.0,0.351,12.0,39.0,0.308,8.0,18.0,0.444,0.456,14.0,15.0,0.933,6.0,19.0,25.0,16.0,4.0,8.0,7.0,23.0,66.0,
2023-24,24,IND,NBA,ECS,NYK,W (4-3),7.0,30.7,10.1,5.6,2.0,0.4,0.1,26.0,50.0,0.52,7.0,24.0,0.292,19.0,26.0,0.731,0.59,12.0,13.0,0.923,9.0,30.0,39.0,14.0,3.0,1.0,8.0,27.0,71.0,
2023-24,24,IND,NBA,ECF,BOS,L (0-4),4.0,33.5,10.3,5.0,1.8,1.0,0.0,15.0,34.0,0.441,3.0,16.0,0.188,12.0,18.0,0.667,0.485,8.0,9.0,0.889,4.0,16.0,20.0,7.0,4.0,0.0,8.0,16.0,41.0,
2024-25,25,IND,NBA,EC1,MIL,W (4-1),5.0,30.2,14.8,6.4,1.6,0.8,0.4,28.0,52.0,0.538,14.0,27.0,0.519,14.0,25.0,0.56,0.673,4.0,4.0,1.0,8.0,24.0,32.0,8.0,4.0,2.0,3.0,19.0,74.0,
2024-25,25,IND,NBA,ECS,CLE,W (4-1),5.0,29.0,14.4,6.6,1.6,0.6,1.2,25.0,50.0,0.5,13.0,29.0,0.448,12.0,21.0,0.571,0.63,9.0,11.0,0.818,8.0,25.0,33.0,8.0,3.0,6.0,4.0,21.0,72.0,
2024-25,25,IND,NBA,ECF,NYK,W (4-2),6.0,27.5,13.2,4.0,0.5,1.2,0.8,25.0,53.0,0.472,16.0,30.0,0.533,9.0,23.0,0.391,0.623,13.0,14.0,0.929,2.0,22.0,24.0,3.0,7.0,5.0,6.0,23.0,79.0,
2024-25,25,IND,NBA,FIN,OKC,L (3-4),7.0,27.0,9.4,5.9,1.0,0.9,0.7,22.0,57.0,0.386,17.0,36.0,0.472,5.0,21.0,0.238,0.535,5.0,7.0,0.714,9.0,32.0,41.0,7.0,6.0,5.0,10.0,32.0,66.0,
4 Yrs (11 Series),4 Yrs (11 Series),4 Yrs (11 Series),4 Yrs (11 Series),4 Yrs (11 Series),4 Yrs (11 Series),7-4,60.0,22.3,8.3,4.0,1.1,0.6,0.5,170.0,388.0,0.438,87.0,226.0,0.385,83.0,162.0,0.512,0.55,70.0,79.0,0.886,52.0,190.0,242.0,67.0,34.0,32.0,49.0,174.0,497.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),2-1,16.0,27.3,9.8,4.4,1.6,0.6,0.7,53.0,127.0,0.417,30.0,80.0,0.375,23.0,47.0,0.489,0.535,20.0,21.0,0.952,16.0,54.0,70.0,25.0,9.0,11.0,12.0,49.0,156.0,
ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),ECS (3 Series),3-0,16.0,22.9,9.1,4.8,1.4,0.4,0.4,52.0,102.0,0.51,21.0,54.0,0.389,31.0,48.0,0.646,0.613,21.0,24.0,0.875,17.0,59.0,76.0,23.0,6.0,7.0,12.0,48.0,146.0,
ECF (3 Series),ECF (3 Series),ECF (3 Series),ECF (3 Series),ECF (3 Series),ECF (3 Series),2-1,16.0,20.5,7.6,3.2,0.6,0.8,0.6,41.0,96.0,0.427,19.0,53.0,0.358,22.0,43.0,0.512,0.526,21.0,23.0,0.913,9.0,42.0,51.0,10.0,12.0,9.0,15.0,44.0,122.0,
FIN (2 Series),FIN (2 Series),FIN (2 Series),FIN (2 Series),FIN (2 Series),FIN (2 Series),0-2,12.0,17.1,6.1,3.8,0.8,0.6,0.4,24.0,63.0,0.381,17.0,39.0,0.436,7.0,24.0,0.292,0.516,8.0,11.0,0.727,10.0,35.0,45.0,9.0,7.0,5.0,10.0,33.0,73.0,
